,sample,energy,num_occurrences,chain_break_fraction
76,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-9.996000000000006,3,0.0
77,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 1, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 0}",-9.996000000000002,2,0.0
78,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-9.996000000000006,2,0.0
79,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 1, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 0}",-9.946000000000002,2,0.0
80,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 0, '0*2': 0, 1: 0, '1*2': 0, '1*0*2': 0, 5: 1, '0*5': 0, '0*3': 0}",-9.946000000000005,1,0.0
81,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 1, 5: 0, '0*5': 0, '0*3': 0}",-9.921000000000003,2,0.0
82,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 0, 5: 0, '0*5': 0, '0*3': 1}",-9.921000000000003,2,0.0
83,"{3: 1, 4: 1, '3*4': 1, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 1, 5: 1, '0*5': 1, '0*3': 0}",-9.921,1,0.0
84,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 1, '1*2': 1, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 0}",-9.921000000000006,3,0.0
85,"{3: 0, 4: 1, '3*4': 0, 0: 1, 2: 1, '0*2': 1, 1: 0, '1*2': 1, '1*0*2': 0, 5: 1, '0*5': 1, '0*3': 0}",-9.921000000000006,6,0.0
